STREETNUMBER,STREET,TOTALUNITS,BUSINESSOPERATOR,TOTALOUTSTANDING,LATITUDE,LONGITUDE,DETAILURL
832,E PENDER STREET,20,George Jang,1,49.279866110000000,-123.086408000000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=832&street=E PENDER STREET
1880,E PENDER STREET,50,Bloomsbury Properties Ltd,2,49.279965820000001,-123.066455190000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1880&street=E PENDER STREET
2212,ETON STREET,10,Jasmine Investments (1994) Co Ltd,2,49.287254179999998,-123.059206100000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2212&street=ETON STREET
3223,FINDLAY STREET,12,Natasha Taylor,3,49.255911300000001,-123.068254560000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=3223&street=FINDLAY STREET
2880,FIR STREET,8,0989866 BC Ltd,4,49.260121839999996,-123.140930180000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2880&street=FIR STREET
1777,FRANCES STREET,59,Razgul Holdings Ltd,1,49.279615430000000,-123.068749960000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1777&street=FRANCES STREET
1610,FRANKLIN STREET,50,Urban Vision Housing Society,10,49.282006060000001,-123.072283570000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1610&street=FRANKLIN STREET
1719,FRANKLIN STREET,32,Vancouver Native Housing Society,10,49.282427579999997,-123.069790760000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1719&street=FRANKLIN STREET
2505,FRASER STREET,13,Concord International Lands Ltd,1,49.262162199999999,-123.089487860000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2505&street=FRASER STREET
2931,FRASER STREET,4,Jason Gerstmar & Retha Gerstmar,4,49.258270590000002,-123.089552020000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2931&street=FRASER STREET
3350,FRASER STREET,8,The John Howard Society of the Lower Mainland of BC,3,49.255060589999999,-123.089471790000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=3350&street=FRASER STREET
4095,FRASER STREET,13,4095 Fraser Street Holdings Ltd,8,49.248800420000002,-123.090627500000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=4095&street=FRASER STREET
5760,FRASER STREET,5,0790462 BC Ltd,1,49.232263619999998,-123.090167530000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=5760&street=FRASER STREET
6126,FRASER STREET,15,Gajindera K Sodhi & Karnail S Thind,19,49.228849879999999,-123.090277220000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=6126&street=FRASER STREET
6462,FRASER STREET,16,6462 Fraser Developments Inc,3,49.225859839999998,-123.090371350000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=6462&street=FRASER STREET
2325,GLEN DRIVE,10,Glen Drive Apartments Ltd,1,49.264002140000002,-123.081695270000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2325&street=GLEN DRIVE
341,GORE AVENUE,27,Provincial Rental Housing Corporation,2,49.281595830000001,-123.097789960000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=341&street=GORE AVENUE
445,GORE AVENUE,24,George Fu,4,49.280487870000002,-123.097638880000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=445&street=GORE AVENUE
609,GORE AVENUE,51,Fan Tower South Inc,1,49.279165229999997,-123.097427929999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=609&street=GORE AVENUE
936,GRANVILLE STREET,71,Siesta Rooms 1995 Ltd,8,49.279675879999999,-123.121783160000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=936&street=GRANVILLE STREET
1046,GRANVILLE STREET,82,Regal Eighty Management Corp,5,49.278603820000001,-123.123393240000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1046&street=GRANVILLE STREET
1060,GRANVILLE STREET,80,1060 Granville Street Ventures Inc,4,49.278424870000002,-123.123681340000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1060&street=GRANVILLE STREET
1130,GRANVILLE STREET,6,Jutta Ahmed,5,49.277621179999997,-123.124894790000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1130&street=GRANVILLE STREET
1161,GRANVILLE STREET,93,Provincial Rental Housing Corporation,1,49.277711779999997,-123.125949539999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1161&street=GRANVILLE STREET
1306,GRANVILLE STREET,43,Community Builders Benevolence Group,1,49.275852919999998,-123.127734750000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1306&street=GRANVILLE STREET
2414,GRANVILLE STREET,12,Dranly Holdings Ltd,1,49.264228400000000,-123.138128460000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2414&street=GRANVILLE STREET
2930,GRANVILLE STREET,6,Choo Bros Investments Ltd,1,49.259316810000001,-123.138312529999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2930&street=GRANVILLE STREET
8455,GRANVILLE STREET,6,Wangzhang Homes Ltd,1,49.210011950000002,-123.140955719999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=8455&street=GRANVILLE STREET
8732,GRANVILLE STREET,10,656864 BC Ltd,4,49.206624349999998,-123.140204940000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=8732&street=GRANVILLE STREET
553,HAMILTON STREET,28,Riste Investments Ltd,3,49.281596250000000,-123.112298370000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=553&street=HAMILTON STREET
1122,HARO STREET,84,Arkhu Investment Ltd,4,49.283995949999998,-123.126614680000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1122&street=HARO STREET
1131,HARO STREET,12,Haro Towers Ltd,3,49.284674269999996,-123.126542990000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1131&street=HARO STREET
1435,HARO STREET,6,Girish Mala Ledhar (Girish Lehdar),3,49.287773590000000,-123.131315460000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1435&street=HARO STREET
1629,HARO STREET,40,Shelmarjay Holdings Ltd,1,49.289300490000002,-123.133679470000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1629&street=HARO STREET
1825,HARO STREET,89,Vancouver Park Lane Towers Ltd,1,49.291336020000003,-123.136827340000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1825&street=HARO STREET
1860,HARO STREET,37,636458 BC Ltd,1,49.291302340000001,-123.137929450000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1860&street=HARO STREET
1100,HARWOOD STREET,46,D.D. 1100 Harwood Apartments Ltd,1,49.278952339999996,-123.133897260000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1100&street=HARWOOD STREET
1225,HARWOOD STREET,6,James F Wong & Mary S Wong,2,49.280932770000000,-123.135827510000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1225&street=HARWOOD STREET
1651,HARWOOD STREET,152,English Bay Towers Investments Inc,1,49.284500190000003,-123.141318700000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1651&street=HARWOOD STREET
2820,HEATHER STREET,20,Otrun Kneifel & Walter Kneifel,1,49.260179729999997,-123.119747129999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2820&street=HEATHER STREET
8575,HEATHER STREET,21,Netty Prosterman,2,49.208614609999998,-123.124865799999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=8575&street=HEATHER STREET
8666,HEATHER STREET,23,Fairbridge Enterprises Ltd,5,49.207710830000003,-123.123852540000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=8666&street=HEATHER STREET
514,HOMER STREET,42,Victorian Hotel Ltd,3,49.282484310000001,-123.112058370000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=514&street=HOMER STREET
2975,HORLEY STREET,34,Brightside Community Homes Foundation,2,49.239665209999998,-123.044130530000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2975&street=HORLEY STREET
1119,HORNBY STREET,87,Atira Women's Resource Society,16,,,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1119&street=HORNBY STREET
8619,HUDSON STREET,10,Beng Kim Yeung (Beng Yeung),2,49.208297580000000,-123.135048700000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=8619&street=HUDSON STREET
830,JACKSON AVENUE,11,Whistler Valley Construction Corp Inc,5,49.276897259999998,-123.093459780000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=830&street=JACKSON AVENUE
610,JERVIS STREET,50,S A H Properties Ltd,1,49.288546609999997,-123.125843810000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=610&street=JERVIS STREET
5187,JOYCE STREET,5,Green Power Real Estate Inc,2,49.237744530000001,-123.032737330000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=5187&street=JOYCE STREET
727,KEEFER STREET,12,Percy Hoy et al (Percy Hoy),8,49.279517589999998,-123.088920720000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=727&street=KEEFER STREET
812,KEEFER STREET,8,Liu Li Ying (Liu Ying),2,49.278977030000000,-123.086868380000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=812&street=KEEFER STREET
1265,KINGSWAY,6,Song Xanh Holdings Ltd,1,49.251794640000000,-123.078552070000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1265&street=KINGSWAY
2535,KINGSWAY,10,Superior Holdings Co Ltd,1,49.239999519999998,-123.053256800000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2535&street=KINGSWAY
2582,KINGSWAY,5,Kenneth Sam,1,49.239056310000002,-123.052681960000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2582&street=KINGSWAY
3611,KINGSWAY,7,Shane Kit Chung Cheung (Shane Cheung),2,49.232485609999998,-123.025551930000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=3611&street=KINGSWAY
205,MAIN STREET,20,Sentinel Peak Holdings Ltd,5,49.283048290000004,-123.100039010000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=205&street=MAIN STREET
307,MAIN STREET,9,Happy Harvest Inc,1,49.282071350000002,-123.100096970000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=307&street=MAIN STREET
507,MAIN STREET,30,Shun Chi Company Ltd,5,49.280126529999997,-123.100151999999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=507&street=MAIN STREET
628,MAIN STREET,10,Wai Hui,1,49.278974359999999,-123.099299419999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=628&street=MAIN STREET
956,MAIN STREET,22,956 Main Street Holdings Ltd,3,49.275872040000003,-123.099499550000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=956&street=MAIN STREET
1038,MAIN STREET,104,International Business Travelers Hostel Inc,4,49.275187379999998,-123.099539140000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1038&street=MAIN STREET
2333,MAIN STREET,8,Nay Hee Chan (Nay Chan),1,49.264107009999996,-123.101415340000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2333&street=MAIN STREET
2339,MAIN STREET,29,ThePorter Residences Investments Inc,1,49.263999110000000,-123.101410920000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2339&street=MAIN STREET
3616,MAIN STREET,6,Teddy Lai & YanHong Chen,3,49.252633609999997,-123.100573080000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=3616&street=MAIN STREET
4453,MAIN STREET,79,Kevington Building Corporation Ltd,1,49.245199249999999,-123.101683080000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=4453&street=MAIN STREET
4515,MAIN STREET,7,Li-Wah Ng & Sik-Wah Ng,8,49.244213400000000,-123.101705760000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=4515&street=MAIN STREET
1218,MELVILLE STREET,6,Huntly Investments Ltd,2,49.287913979999999,-123.124863100000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1218&street=MELVILLE STREET
8656,MONTCALM STREET,10,Jacqueline Ward,1,49.207830250000001,-123.135742089999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=8656&street=MONTCALM STREET
8679,MONTCALM STREET,9,Monarch Properties Ltd,1,49.207568750000000,-123.136632910000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=8679&street=MONTCALM STREET
112,NANAIMO STREET,14,Donald Nip,3,49.283619780000002,-123.056256129999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=112&street=NANAIMO STREET
1745,NANAIMO STREET,5,Frank Chi-Hung Lee (Frank Lee),6,49.268928510000002,-123.057009100000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1745&street=NANAIMO STREET
200,NELSON STREET,9,Seaboard Life Insurance Co,1,49.275878440000000,-123.118921670000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=200&street=NELSON STREET
654,NELSON STREET,82,654 Nelson Street Hotel (OP) Limited Partnership,1,49.278958729999999,-123.122848129999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=654&street=NELSON STREET
1115,NELSON STREET,221,The Bloom Group Community Services Society,4,49.283277630000001,-123.128676580000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1115&street=NELSON STREET
1735,NELSON STREET,62,Shelmarjay Holdings Ltd,1,49.288907569999999,-123.137374570000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1735&street=NELSON STREET
852,NICOLA STREET,16,HWP 852 Nicola Ltd,1,49.287959260000001,-123.131780199999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=852&street=NICOLA STREET
1250,NICOLA STREET,26,Dranly Holdings Ltd,1,49.283793910000000,-123.138066220000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1250&street=NICOLA STREET
2925,OAK STREET,7,Golden Pacific Holdings Ltd,1,49.259372640000002,-123.127028960000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2925&street=OAK STREET
3108,OAK STREET,22,473788 B C Ltd,4,49.257623750000000,-123.126824560000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=3108&street=OAK STREET
3981,OAK STREET,49,British Columbia Easter Seal Society,5,49.250154109999997,-123.128013159999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=3981&street=OAK STREET
8656,OAK STREET,34,AP Canada Investment Corporation,2,49.207715299999997,-123.129865110000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=8656&street=OAK STREET
2625,OXFORD STREET,5,Grant Hanson,4,49.285955960000003,-123.051205499999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2625&street=OXFORD STREET
1862,PARKER STREET,5,William Squibb,2,49.275460750000001,-123.066152399999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1862&street=PARKER STREET
1188,PENDRELL STREET,31,Coast Foundation Society (1974),1,49.282153540000003,-123.132180280000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1188&street=PENDRELL STREET
1255,PENDRELL STREET,114,M M C Investment Corporation,1,49.283175300000003,-123.132822050000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1255&street=PENDRELL STREET
1445,PENDRELL STREET,43,Thomas Downie Holdings Ltd,1,49.285081110000000,-123.135761320000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1445&street=PENDRELL STREET
1775,PENDRELL STREET,19,Elisabeth Yee,7,49.287885650000000,-123.140085390000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1775&street=PENDRELL STREET
4195,PERRY STREET,10,Maiway Investment Ltd,2,49.247899359999998,-123.071704840000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=4195&street=PERRY STREET
2456,POINT GREY ROAD,14,Richard Maurice Desilets (Richard Desilets),2,49.273293510000002,-123.160989930000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2456&street=POINT GREY ROAD
55,POWELL STREET,25,55 Powell St Holdings Ltd,1,49.283434870000001,-123.102819410000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=55&street=POWELL STREET
259,POWELL STREET,35,259 Powell Holdings Ltd,6,49.283411139999998,-123.098105110000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=259&street=POWELL STREET
316,POWELL STREET,79,0781178 BC Ltd,1,49.282881650000000,-123.097191220000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=316&street=POWELL STREET
326,POWELL STREET,39,Cheng Hing Kai (Cheng Kai),1,49.282877780000000,-123.096981520000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=326&street=POWELL STREET
329,POWELL STREET,36,The Bloom Group Community Services Society,1,49.283390689999997,-123.096967430000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=329&street=POWELL STREET
376,POWELL STREET,50,Lookout Housing and Health Society,1,49.282861019999999,-123.096049820000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=376&street=POWELL STREET
556,POWELL STREET,22,Deborah Jane Harden & Robert William Harden,2,49.282782900000001,-123.092044320000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=556&street=POWELL STREET
1516,POWELL STREET,101,Atira Women's Resource Society,25,49.282983960000003,-123.073353020000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1516&street=POWELL STREET
1895,POWELL STREET,41,Port Town Investments (Nominee) Ltd,1,49.284855380000003,-123.066108610000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1895&street=POWELL STREET
2919,PRINCE EDWARD STREET,8,581909 BC Ltd,2,49.258950130000002,-123.096583710000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2919&street=PRINCE EDWARD STREET
2975,PRINCE EDWARD STREET,17,581909 BC Ltd,1,49.258605459999998,-123.096650090000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2975&street=PRINCE EDWARD STREET
111,PRINCESS AVENUE,139,PHS Community Services Society,1,49.283683979999999,-123.091795739999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=111&street=PRINCESS AVENUE
220,PRINCESS AVENUE,147,Raincity Housing and Support Society,8,49.282753599999999,-123.090897020000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=220&street=PRINCESS AVENUE
230,PRINCESS AVENUE,13,230 Princess Ave Holdings Ltd,1,49.282496180000003,-123.091193489999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=230&street=PRINCESS AVENUE
854,RENFREW STREET,5,Trasolini & Eng Construction Ltd,1,49.276920779999998,-123.043641220000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=854&street=RENFREW STREET
440,RICHARDS STREET,10,Trinity Holdings Ltd,5,49.283403839999998,-123.112516850000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=440&street=RICHARDS STREET
788,RICHARDS STREET,46,Coast Foundation Society (1974),7,49.280389820000003,-123.117195560000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=788&street=RICHARDS STREET
1030,ROBSON STREET,8,Jack Eng,1,49.283542529999998,-123.123787210000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1030&street=ROBSON STREET
1100,SALSBURY DRIVE,12,629623 BC Ltd,1,49.274567939999997,-123.067128600000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1100&street=SALSBURY DRIVE
695,SE MARINE DRIVE,79,Fraser Marine Drive Holdings Inc,1,49.211290679999998,-123.091535620000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=695&street=SE MARINE DRIVE
1319,SE MARINE DRIVE,6,May Tang,1,49.211353050000000,-123.079305480000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1319&street=SE MARINE DRIVE
8770,SELKIRK STREET,26,Sweet Home Holdings Ltd & Fong C Wing,1,49.205814699999998,-123.132887040000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=8770&street=SELKIRK STREET
1067,SEYMOUR STREET,110,City of Vancouver,4,49.277968049999998,-123.123551770000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1067&street=SEYMOUR STREET
1203,SEYMOUR STREET,26,Shirley S Lam & Tai Chuen Lam & Yuet Ha Cheung,1,49.276535639999999,-123.125562250000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1203&street=SEYMOUR STREET
716,SMITHE STREET,41,City of Vancouver,8,49.280356169999997,-123.121955340000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=716&street=SMITHE STREET
2772,SPRUCE STREET,18,Golden Spruce Investments Inc,1,49.260880680000000,-123.128653450000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2772&street=SPRUCE STREET
2502,ST. GEORGE STREET,12,Hyung Kim & Ae Kim,1,49.262189270000000,-123.092758739999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2502&street=ST. GEORGE STREET
2043,STAINSBURY AVENUE,8,Mary Jane Holz (Mary Holz),4,49.251314610000001,-123.063886040000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2043&street=STAINSBURY AVENUE
1005,STATION STREET,80,PHS Community Services Society,1,49.275677500000000,-123.099486830000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1005&street=STATION STREET
2490,STEPHENS STREET,30,Jim Bonnis,1,49.264290570000000,-123.166170640000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2490&street=STEPHENS STREET
815,SW MARINE DRIVE,18,S-1188 Holdings Ltd,1,49.207355649999997,-123.124624130000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=815&street=SW MARINE DRIVE
998,THURLOW STREET,41,Lucky ZA Investments Ltd,2,49.282543550000000,-123.127534659999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=998&street=THURLOW STREET
251,UNION STREET,86,SUCCESS Housing Society,4,49.277881929999999,-123.097908600000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=251&street=UNION STREET
1775,VENABLES STREET,8,Wing Kuo Lee (Wing Lee),3,49.276906210000000,-123.068988320000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1775&street=VENABLES STREET
1824,VENABLES STREET,7,Hawthorne Charitable Foundation,1,49.276365630000001,-123.066961610000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1824&street=VENABLES STREET
910,VICTORIA DRIVE,6,Rosalee McRae & Brian Naphtali,1,49.276433150000003,-123.065339460000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=910&street=VICTORIA DRIVE
942,VICTORIA DRIVE,5,Lynn Wilcott & Shirley Wilcott,3,49.276058949999999,-123.065358739999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=942&street=VICTORIA DRIVE
1110,VICTORIA DRIVE,9,John Engleman & Penelope Engleman,2,49.274582870000003,-123.065294320000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1110&street=VICTORIA DRIVE
2816,VICTORIA DRIVE,5,Thomas Chan,5,49.259201930000003,-123.065561340000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2816&street=VICTORIA DRIVE
5179,VICTORIA DRIVE,5,King Day Holdings Ltd,1,49.237756789999999,-123.065803740000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=5179&street=VICTORIA DRIVE
1550,VINE STREET,23,Vine Street Properties Ltd,2,49.271976420000001,-123.157145390000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1550&street=VINE STREET
1755,VINE STREET,11,Ajmer Singh Siddoo (Ajmer Siddoo),2,49.270219269999998,-123.157681830000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1755&street=VINE STREET
2020,VINE STREET,10,Yen Hoy Enterprises Ltd Et Al,2,49.267936229999997,-123.157330509999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2020&street=VINE STREET
5450,VINE STREET,69,Jean Matheson,1,49.236831729999999,-123.159460589999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=5450&street=VINE STREET
110,W 10TH AVENUE,35,Blue Island Enterprises Ltd,1,49.261850469999999,-123.107139399999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=110&street=W 10TH AVENUE
955,W 10TH AVENUE,23,Mattan Holdings Ltd,5,49.262666809999999,-123.125316889999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=955&street=W 10TH AVENUE
1137,W 10TH AVENUE,11,565169 BC Ltd,1,49.262745979999998,-123.130115270000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1137&street=W 10TH AVENUE
1240,W 10TH AVENUE,41,Forbes Apartments Ltd,1,49.262265409999998,-123.132634870000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1240&street=W 10TH AVENUE
1435,W 10TH AVENUE,8,Frederick Lee,1,49.262862470000002,-123.137014600000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1435&street=W 10TH AVENUE
4336,W 10TH AVENUE,15,HWP 4336 10th Ave Ltd,1,49.263454979999999,-123.204220199999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=4336&street=W 10TH AVENUE
4615,W 10TH AVENUE,13,650005 BC Ltd,3,49.264139759999999,-123.212833420000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=4615&street=W 10TH AVENUE
4660,W 10TH AVENUE,73,Mason Investments Ltd,1,49.263625410000003,-123.214446190000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=4660&street=W 10TH AVENUE
1396,W 11TH AVENUE,20,Ideal Holdings 1386 Ltd,5,49.261456430000003,-123.135948420000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1396&street=W 11TH AVENUE
1715,W 11TH AVENUE,65,0971967 BC LTD,1,49.262053899999998,-123.144332990000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1715&street=W 11TH AVENUE
500,W 12TH AVENUE,118,Plaza 500 Hotels Ltd,5,49.260103610000002,-123.115462410000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=500&street=W 12TH AVENUE
1020,W 12TH AVENUE,26,111 Oakview Inc,1,49.260306600000000,-123.127614420000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1020&street=W 12TH AVENUE
1610,W 12TH AVENUE,20,Huntington Enterprise Ltd,2,49.260524449999998,-123.141595150000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1610&street=W 12TH AVENUE
1827,W 12TH AVENUE,7,Mo Tang & Raymond Ho & Sharon Ho & Deborah Hunter & Alan Mah & Jack Tang,1,49.261166780000003,-123.146535040000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1827&street=W 12TH AVENUE
1886,W 12TH AVENUE,8,Shirley Wilcott,2,49.260625890000000,-123.147800730000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1886&street=W 12TH AVENUE
1936,W 12TH AVENUE,5,Maria B Pressler (Maria Pressler),1,49.260652749999998,-123.149132769999990,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1936&street=W 12TH AVENUE
223,W 13TH AVENUE,6,Ka Yiu Yu & Shao Ping Yu,4,49.259624389999999,-123.110219630000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=223&street=W 13TH AVENUE
1225,W 13TH AVENUE,15,Wong's Apartment Group Inc,4,49.259979370000003,-123.132168100000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1225&street=W 13TH AVENUE
1325,W 13TH AVENUE,9,South Granville Holdings Ltd,5,49.260015729999999,-123.134536250000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1325&street=W 13TH AVENUE
1510,W 13TH AVENUE,8,No 198 Cathedral Ventures Ltd,3,49.259699730000001,-123.139131340000010,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1510&street=W 13TH AVENUE
1555,W 13TH AVENUE,9,Karlo Kozy,4,49.260108010000003,-123.140096590000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1555&street=W 13TH AVENUE
1625,W 13TH AVENUE,96,Moneyloi Properties Ltd,4,49.260124849999997,-123.141406690000000,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1625&street=W 13TH AVENUE
