COUNT,LATITUDE,LONGITUDE
4,49.23919519,-123.0529986
14,49.28032552,-123.0822448
3,49.23777124,-123.0499524
2,49.23246264,-123.0257214
1,49.28155342,-123.1181207
1,49.28203192,-123.1181638
3,49.28091635,-123.0941819
3,49.28096763,-123.0787117
2,49.23706177,-123.0483267
1,49.28521426,-123.1349657
1,49.28755414,-123.1374789
5,49.25714369,-123.1146329
5,49.25714891,-123.1148095
3,49.24984338,-123.1149614
2,49.25686174,-123.1268454
2,49.2554017,-123.1156149
2,49.25548592,-123.1155025
7,49.26337512,-123.1141453
5,49.26293052,-123.1107137
5,49.26327584,-123.1075395
10,49.26755299,-123.1012509
2,49.26390081,-123.1395307
2,49.26390407,-123.1397381
6,49.26436833,-123.1026534
9,49.26512516,-123.1389286
9,49.26520748,-123.1389181
2,49.26571896,-123.138909
4,49.26345501,-123.1494414
11,49.28368659,-123.1119264
11,49.28369516,-123.1119898
11,49.28374861,-123.1120626
2,49.26737923,-123.1437791
2,49.2673809,-123.1438836
2,49.26738301,-123.1439888
2,49.26738468,-123.1440939
2,49.26738531,-123.1443089
2,49.26738635,-123.1441984
2,49.26739013,-123.1444052
5,49.26771264,-123.1483158
5,49.26779186,-123.1481919
5,49.26779218,-123.1482998
5,49.2677952,-123.1483988
4,49.26404243,-123.1487969
4,49.28406412,-123.1145097
1,49.26407203,-123.2081445
1,49.26351371,-123.2071281
1,49.26351712,-123.2072333
3,49.26430132,-123.2105689
7,49.23607509,-123.0650549
7,49.23622364,-123.0650588
1,49.26281693,-123.186688
3,49.25769368,-123.0935303
10,49.26776847,-123.0976003
10,49.26785874,-123.0977592
2,49.26355612,-123.0742528
2,49.26355738,-123.074393
2,49.26355774,-123.0745305
2,49.26387998,-123.1733329
1,49.26387658,-123.1731419
1,49.2537922,-123.0429421
2,49.26189678,-123.0764421
1,49.28461737,-123.1090444
1,49.20878798,-123.1341041
1,49.23286524,-123.1004556
1,49.21103284,-123.1305749
3,49.26783902,-123.1553929
3,49.26790804,-123.1555669
3,49.26790925,-123.1556713
3,49.26791091,-123.1557758
3,49.26791212,-123.1558796
3,49.26797531,-123.1553809
3,49.26838284,-123.1519742
2,49.2649172,-123.1044359
2,49.26492021,-123.1045974
2,49.26643544,-123.1354377
1,49.27050572,-123.1351987
1,49.2705964,-123.1353419
1,49.27068617,-123.1355016
1,49.27078345,-123.1356375
1,49.25116846,-123.068498
1,49.25126112,-123.0684892
1,49.26865303,-123.1706399
1,49.27693085,-123.0709241
2,49.27609414,-123.0698664
1,49.27142317,-123.0691965
5,49.26351899,-123.2074408
3,49.28060363,-123.0753404
10,49.27971691,-123.0988852
9,49.26346607,-123.2077614
9,49.2635226,-123.2076825
13,49.28067795,-123.0802262
1,49.26538328,-123.1080471
2,49.27787388,-123.1265208
13,49.26215463,-123.0882396
2,49.2805456,-123.0715729
1,49.28442919,-123.0929887
1,49.28449801,-123.0929854
1,49.28457042,-123.0929828
6,49.27449968,-123.0801223
6,49.27455214,-123.0790704
6,49.27534642,-123.0803477
1,49.27532639,-123.1275091
2,49.26286666,-123.1117405
4,49.28275066,-123.103942
1,49.26930405,-123.1556229
1,49.26930435,-123.1557295
1,49.26930782,-123.1558374
1,49.26930812,-123.1559398
1,49.26930978,-123.1560443
1,49.26934752,-123.1558728
1,49.28334563,-123.0674286
2,49.24458758,-123.0646886
4,49.24433734,-123.0641799
7,49.24351882,-123.0624614
8,49.24245982,-123.0586928
8,49.24251147,-123.0588103
8,49.24256269,-123.0589168
8,49.24261615,-123.0590379
8,49.24266916,-123.0591513
8,49.24272038,-123.0592627
1,49.25076892,-123.0918555
17,49.25003419,-123.0764576
11,49.26953043,-123.1048707
11,49.26953517,-123.1050938
2,49.26892414,-123.1034674
2,49.24575205,-123.1016683
1,49.28333968,-123.0942909
1,49.28334139,-123.0943954
1,49.24125254,-123.1018609
3,49.25706954,-123.1017488
1,49.2872327,-123.1414443
1,49.28724157,-123.1412353
1,49.28728577,-123.1414628
1,49.24978366,-123.0342874
4,49.26320573,-123.1871793
2,49.26202024,-123.0649683
1,49.2845395,-123.059055
1,49.28453984,-123.059264
1,49.28454108,-123.059466
5,49.282017,-123.1364878
7,49.28086928,-123.0936651
1,49.28416867,-123.1107215
3,49.24771084,-123.0333668
3,49.28061025,-123.0984377
5,49.27690453,-123.0688041
1,49.28287391,-123.0967718
4,49.27638514,-123.0698555
1,49.27632758,-123.061149
10,49.27642892,-123.0728117
2,49.26437884,-123.1716027
1,49.21429651,-123.0882897
1,49.24978259,-123.1141368
6,49.26758323,-123.1017329
4,49.2588952,-123.1153841
4,49.26814385,-123.1715719
4,49.2681446,-123.1716757
1,49.26812168,-123.1707498
1,49.2889218,-123.1222186
9,49.28093661,-123.0982193
4,49.27264133,-123.096878
4,49.26765958,-123.1056736
4,49.26777767,-123.1063687
8,49.26330456,-123.1090198
8,49.2633076,-123.1091415
8,49.26330973,-123.1092625
8,49.23501459,-123.1728521
1,49.24874632,-123.1856164
1,49.28218703,-123.0825806
1,49.28245103,-123.0825735
1,49.28245321,-123.0826746
1,49.27645321,-123.0971915
1,49.2764547,-123.0975655
1,49.27645978,-123.0979427
2,49.28298295,-123.1024852
1,49.28125991,-123.0796354
2,49.26539006,-123.10905
1,49.28288102,-123.0974085
1,49.2816102,-123.09871
1,49.23423571,-123.153533
1,49.26315343,-123.1570139
6,49.27741306,-123.1167173
6,49.27745856,-123.1166445
6,49.27750765,-123.1165781
6,49.27755765,-123.1165012
6,49.27760315,-123.1164305
1,49.28458301,-123.1142021
1,49.28462971,-123.1142799
1,49.28467956,-123.1143556
1,49.28473165,-123.114441
11,49.28065782,-123.1005412
1,49.28057176,-123.0728691
4,49.28256252,-123.1000629
2,49.27356535,-123.0859111
3,49.28083933,-123.0898691
3,49.28084014,-123.089975
3,49.2808403,-123.0897715
5,49.26320386,-123.1046631
1,49.25723541,-123.1190807
1,49.25656098,-123.1140121
14,49.28229369,-123.1151127
14,49.28233964,-123.1150427
14,49.28239144,-123.1149631
14,49.28243739,-123.1148908
1,49.26633964,-123.1401379
1,49.26636743,-123.1401379
1,49.26639795,-123.1401384
1,49.26649067,-123.1400682
1,49.28272209,-123.135425
2,49.27136851,-123.0892616
2,49.27630574,-123.0582498
5,49.24041279,-123.037702
1,49.27711908,-123.0652785
1,49.28088437,-123.0532305
5,49.27615122,-123.1302452
5,49.28400024,-123.1373919
5,49.2841228,-123.1375847
5,49.28419305,-123.1375171
1,49.24971773,-123.0742718
3,49.24642621,-123.0685322
3,49.24647561,-123.0686373
4,49.25485388,-123.0903892
9,49.26316882,-123.1307067
2,49.26785429,-123.1521809
2,49.26785549,-123.1522853
1,49.26906211,-123.1400536
3,49.26802282,-123.0780253
1,49.26903422,-123.1391873
1,49.26903634,-123.1392918
1,49.26903846,-123.1393956
1,49.26903968,-123.1394986
1,49.25986398,-123.0332323
1,49.26013899,-123.0327896
4,49.28069949,-123.1031317
1,49.25893395,-123.0332182
8,49.26426637,-123.1626487
8,49.26426966,-123.1628641
3,49.24153973,-123.0593025
3,49.24189663,-123.058853
8,49.24643475,-123.1854691
8,49.24643531,-123.1856786
4,49.25684937,-123.100502
5,49.27506956,-123.0699133
1,49.24202235,-123.1010315
1,49.2421231,-123.101015
10,49.25211704,-123.0807473
2,49.2808745,-123.066014
5,49.2292992,-123.0902754
1,49.26643111,-123.0919921
2,49.28218964,-123.0826935
1,49.2720444,-123.1616554
1,49.26780518,-123.1490263
2,49.26408368,-123.1512294
4,49.28094353,-123.0985342
4,49.28094435,-123.0986359
5,49.28205498,-123.1016209
5,49.28213755,-123.101536
3,49.28256586,-123.1008823
11,49.28375763,-123.0982385
11,49.28380192,-123.0981932
11,49.28380339,-123.0980571
2,49.28051151,-123.1001642
2,49.28059275,-123.1001531
2,49.28066292,-123.1001498
2,49.28072814,-123.100141
2,49.28079832,-123.100135
2,49.28086803,-123.1001296
8,49.28067198,-123.1018114
1,49.26316487,-123.1319251
5,49.26559322,-123.1388993
1,49.27631244,-123.0592105
1,49.26932061,-123.1370449
3,49.28188752,-123.0924903
1,49.20879022,-123.0922738
7,49.26625968,-123.1073699
7,49.26626355,-123.1075681
7,49.2662674,-123.1077819
7,49.26628277,-123.1079729
1,49.28281127,-123.0690982
10,49.27143375,-123.1552672
10,49.27143843,-123.155473
1,49.28668608,-123.1297437
1,49.28669193,-123.1298106
1,49.28669345,-123.1298201
1,49.28674398,-123.1298367
1,49.28681402,-123.129555
1,49.28683992,-123.1298823
1,49.28687015,-123.1296396
1,49.2868824,-123.1299359
1,49.28696742,-123.1300814
1,49.26977514,-123.0940391
2,49.26294908,-123.195889
1,49.23177258,-123.0240248
1,49.26266011,-123.037325
1,49.24731635,-123.0550189
3,49.27780909,-123.125802
6,49.26786162,-123.152491
10,49.28090868,-123.0938728
10,49.2809122,-123.0939704
10,49.28091391,-123.0940804
4,49.26619458,-123.1031955
3,49.28205592,-123.1343472
3,49.28210214,-123.1345163
3,49.28217256,-123.1345959
7,49.28050652,-123.0767922
7,49.28058118,-123.0767895
7,49.28067113,-123.0767856
7,49.28075569,-123.0767816
2,49.28249181,-123.0728267
2,49.28249218,-123.0729627
2,49.28249344,-123.073106
8,49.25763479,-123.1008393
2,49.26889654,-123.0995771
2,49.26345078,-123.1492311
15,49.28123401,-123.1069051
7,49.28646103,-123.1402911
7,49.28666468,-123.1403631
1,49.26318642,-123.2112857
13,49.26176198,-123.0571257
1,49.25552358,-123.1147247
10,49.28110688,-123.103832
10,49.28110814,-123.1039351
10,49.28182731,-123.1049223
6,49.2761514,-123.0802168
6,49.27615167,-123.0804643
6,49.2761531,-123.0803571
6,49.27615416,-123.0807702
6,49.2761556,-123.0806361
6,49.27615633,-123.0808699
6,49.27615857,-123.0811393
6,49.27616074,-123.0809957
6,49.27656248,-123.0802092
6,49.27656509,-123.080344
6,49.27656769,-123.0804856
6,49.27656929,-123.0807592
6,49.2765693,-123.0806187
6,49.27657093,-123.0809819
6,49.27657101,-123.0808815
6,49.27657265,-123.0810905
6,49.27657519,-123.0811906
8,49.23422158,-123.1155943
2,49.28116391,-123.1207288
1,49.28570615,-123.1249731
1,49.2861554,-123.1256822
