COUNT,LATITUDE,LONGITUDE
2,49.26398078,-123.14425
2,49.26398544,-123.1444789
2,49.26398923,-123.1446898
2,49.26399211,-123.1448988
1,49.28195985,-123.134206
5,49.26111531,-123.0779657
5,49.26192456,-123.079346
1,49.26080927,-123.0766064
1,49.2359982,-123.0671292
2,49.28169853,-123.1045858
1,49.2333275,-123.1000531
1,49.22641486,-123.0903482
1,49.22653946,-123.0903295
1,49.28364784,-123.089738
1,49.28415434,-123.0618981
1,49.28416051,-123.0621068
2,49.28247917,-123.0965915
1,49.28419981,-123.1000112
1,49.2842763,-123.0998772
1,49.28427757,-123.0999686
3,49.26134544,-123.0561524
1,49.26341199,-123.1653743
3,49.26791512,-123.1559847
3,49.26791633,-123.1560878
1,49.28732078,-123.1210883
1,49.28748405,-123.1211663
1,49.28754697,-123.121126
4,49.26401781,-123.1237268
4,49.2640194,-123.1239267
1,49.28140566,-123.0472744
2,49.28065276,-123.0329148
2,49.28442373,-123.1078845
2,49.27776926,-123.0664959
2,49.28621761,-123.1396228
1,49.21208658,-123.1400006
1,49.21221567,-123.1399902
1,49.21230834,-123.1399877
1,49.21240099,-123.1399838
1,49.21249365,-123.13998
1,49.21258676,-123.1399754
2,49.23865781,-123.050465
1,49.24736568,-123.0693403
1,49.27834712,-123.1285757
1,49.28472874,-123.1172586
1,49.26170303,-123.0803723
12,49.28103603,-123.1021098
12,49.28106716,-123.1020012
3,49.27948889,-123.124186
2,49.28807461,-123.1308145
2,49.26319346,-123.1864822
1,49.26569223,-123.1229217
1,49.2343074,-123.1563897
1,49.23430906,-123.1564948
2,49.24708485,-123.0898119
1,49.27178352,-123.0793126
4,49.23588968,-123.1850682
1,49.2791411,-123.0913586
1,49.20340181,-123.1309285
1,49.28451165,-123.1327272
3,49.22578206,-123.0653075
2,49.28075911,-123.0855288
1,49.25555594,-123.1258265
1,49.26231048,-123.0518085
1,49.28286616,-123.1107105
1,49.28291601,-123.1107883
1,49.26394219,-123.1195105
4,49.2626472,-123.0742
3,49.28972281,-123.1333046
4,49.28976429,-123.1334357
2,49.26533098,-123.105885
3,49.27449968,-123.0801223
3,49.27455214,-123.0790704
3,49.27534642,-123.0803477
2,49.28057539,-123.0966842
2,49.24898561,-123.0742081
7,49.26405258,-123.1844903
1,49.2802937,-123.1093646
1,49.28054458,-123.1101452
12,49.28214961,-123.1064879
6,49.28199129,-123.1056054
4,49.24424112,-123.0649375
1,49.24023913,-123.0649609
3,49.28332193,-123.1049567
3,49.28338197,-123.105036
2,49.28285715,-123.0958401
11,49.28202142,-123.0782225
2,49.22628153,-123.0911713
1,49.28269039,-123.0873053
1,49.28269256,-123.087407
1,49.28269428,-123.0875122
8,49.26085756,-123.1014733
8,49.26090823,-123.1015433
8,49.2609784,-123.1015393
13,49.28203461,-123.1090587
6,49.27593969,-123.1305475
6,49.27598835,-123.1304706
1,49.28049106,-123.0279316
3,49.24770372,-123.0897487
1,49.27969812,-123.1155562
1,49.28008229,-123.1153385
3,49.28982265,-123.1375389
2,49.27826748,-123.0756599
3,49.24561538,-123.184845
3,49.2827604,-123.1115174
3,49.28279923,-123.1115726
2,49.26280128,-123.184904
10,49.28164743,-123.1091884
10,49.28166487,-123.1092895
2,49.26493362,-123.1832188
4,49.26227769,-123.1390442
4,49.24586777,-123.0659701
11,49.28106181,-123.1012166
1,49.27909575,-123.1319763
9,49.26035329,-123.1015759
3,49.2619142,-123.0947038
2,49.22522148,-123.1012537
2,49.2631799,-123.0924411
1,49.27919804,-123.0989181
1,49.28285516,-123.0956261
5,49.28207315,-123.1026425
1,49.26319151,-123.2117021
8,49.25671636,-123.1008838
3,49.26789322,-123.1545463
3,49.26789443,-123.1546515
3,49.26789609,-123.1547559
3,49.26789729,-123.1548611
3,49.26789896,-123.1549599
6,49.28142666,-123.058285
2,49.24419234,-123.064812
1,49.2607976,-123.1726685
2,49.27766313,-123.126023
1,49.26404772,-123.1492189
2,49.28308847,-123.1029074
4,49.26379255,-123.1684251
4,49.26379675,-123.1686279
4,49.2637996,-123.1688368
4,49.26405482,-123.1496374
2,49.23974437,-123.0657521
6,49.28933834,-123.1391824
2,49.28277559,-123.0916263
2,49.28277731,-123.0917308
1,49.24885966,-123.1856196
1,49.24414633,-123.0623004
1,49.27226834,-123.1521715
4,49.26141185,-123.1862425
3,49.28121256,-123.1206547
3,49.28128802,-123.1205797
10,49.28069022,-123.1025408
4,49.27966637,-123.1328631
1,49.28540902,-123.0633693
6,49.26319955,-123.1044563
1,49.24069328,-123.0381907
1,49.28073616,-123.0840893
1,49.28073788,-123.0841952
1,49.2807396,-123.0843025
1,49.28074125,-123.0845142
1,49.28074133,-123.0844028
1,49.28074198,-123.0846129
4,49.27785562,-123.0986381
4,49.27789596,-123.0986379
2,49.25734985,-123.0896764
1,49.25070901,-123.1681233
1,49.26789157,-123.1544418
1,49.20552443,-123.133789
1,49.22014137,-123.0668787
2,49.28133297,-123.1278121
1,49.28647922,-123.1412374
2,49.23826053,-123.0323165
2,49.28676518,-123.1379234
8,49.26216096,-123.0893548
8,49.2621622,-123.0894879
1,49.23148872,-123.1618862
1,49.23157867,-123.1618851
1,49.23160531,-123.161812
1,49.23167043,-123.1618806
1,49.23176128,-123.1618782
1,49.23185214,-123.161875
3,49.27810547,-123.1241591
1,49.27722775,-123.123552
1,49.27727371,-123.1234777
10,49.26317507,-123.1032029
10,49.26317936,-123.1034184
3,49.26215338,-123.0881022
2,49.26674707,-123.1049835
1,49.21546296,-123.1174982
3,49.25640558,-123.1008865
3,49.25628548,-123.1009022
1,49.27813066,-123.090599
1,49.26172384,-123.1161577
1,49.22582409,-123.0662077
2,49.28666842,-123.141537
1,49.25920194,-123.0655613
1,49.2798069,-123.0865666
1,49.27986784,-123.0865139
4,49.26118615,-123.0701067
2,49.25407621,-123.1147756
1,49.28251536,-123.0760548
1,49.25667369,-123.0913759
4,49.20764033,-123.1402419
3,49.2558737,-123.1017011
3,49.25590145,-123.1015781
2,49.21337643,-123.1407913
1,49.2544606,-123.0904175
4,49.26213632,-123.0854703
1,49.24230144,-123.1017835
1,49.21540727,-123.0906716
1,49.21549948,-123.0906683
1,49.24535056,-123.1856189
1,49.24544682,-123.1856179
2,49.28821961,-123.1383847
1,49.26090663,-123.0937629
1,49.26090806,-123.0936632
1,49.23971597,-123.0768544
2,49.28376525,-123.1241336
1,49.2128638,-123.1399817
5,49.28010308,-123.0988769
1,49.27358901,-123.1005271
2,49.26181399,-123.0940594
3,49.26181,-123.0934628
2,49.26181236,-123.0938615
1,49.26181118,-123.0936578
5,49.26780686,-123.149125
1,49.26947378,-123.0719226
1,49.25586313,-123.0242705
1,49.28134725,-123.0845097
1,49.28134898,-123.0846114
14,49.26383734,-123.1375675
14,49.26387012,-123.137605
14,49.26387265,-123.1377532
1,49.22619396,-123.1381094
5,49.28364353,-123.1067679
1,49.26015318,-123.0723034
1,49.26021167,-123.0722716
1,49.26177382,-123.0897781
3,49.2498429,-123.074727
11,49.26320854,-123.1873878
2,49.26378084,-123.1669056
4,49.25518909,-123.1154969
1,49.26494738,-123.1063204
1,49.26498415,-123.1061498
1,49.26498813,-123.1062185
1,49.27198103,-123.1505243
1,49.23489741,-123.1603499
4,49.23814367,-123.0488194
1,49.24472146,-123.1008818
11,49.26279203,-123.0921076
13,49.28250596,-123.1155773
13,49.28254863,-123.1155217
2,49.26999778,-123.1457315
2,49.27002526,-123.1458399
2,49.27002827,-123.1459478
2,49.27002994,-123.1460509
2,49.27003115,-123.1461575
2,49.24980194,-123.1680599
2,49.2498039,-123.1682564
1,49.26372396,-123.1287627
1,49.2659648,-123.1411912
1,49.26596708,-123.1413896
12,49.28008815,-123.0979371
1,49.23293364,-123.0349536
3,49.23798258,-123.065815
1,49.26616759,-123.0998904
1,49.26305183,-123.1275425
1,49.2390913,-123.0305799
1,49.23905468,-123.0513681
1,49.23910725,-123.0514822
1,49.23915712,-123.0515962
16,49.28092628,-123.0976762
16,49.28093066,-123.097813
16,49.28093149,-123.0979031
16,49.28093319,-123.098002
2,49.27281632,-123.0741505
2,49.27281668,-123.0742873
1,49.28240898,-123.066946
1,49.28494496,-123.124978
2,49.23431027,-123.1565999
2,49.23431192,-123.156705
1,49.26007523,-123.1850072
1,49.22438238,-123.1021001
1,49.24673099,-123.1918588
1,49.27681008,-123.0880693
2,49.26402298,-123.205245
1,49.26305902,-123.1244636
2,49.28459683,-123.1088897
3,49.26366825,-123.1254885
1,49.28367562,-123.0733352
1,49.28369641,-123.0731984
1,49.28371629,-123.0730596
1,49.28373751,-123.0729166
1,49.28375604,-123.0727805
1,49.25656537,-123.0908334
1,49.2566026,-123.0909702
1,49.25663173,-123.0911049
1,49.2786955,-123.0672537
1,49.27869628,-123.0674399
2,49.22781363,-123.0902982
3,49.25580512,-123.1009293
1,49.25571019,-123.0754088
2,49.25825569,-123.184243
2,49.25825885,-123.1845061
2,49.25825952,-123.1843687
2,49.23594063,-123.0397173
2,49.23608373,-123.039492
1,49.26914847,-123.0769692
1,49.26923933,-123.0769686
1,49.26933198,-123.0769681
1,49.26944118,-123.0769658
1,49.27043104,-123.1031487
1,49.28708591,-123.1200738
1,49.28050308,-123.04603
1,49.26951886,-123.1458212
1,49.26953453,-123.1459414
1,49.26953602,-123.1460431
2,49.28039098,-123.1047813
5,49.27282022,-123.0780193
5,49.26862601,-123.1685315
5,49.2686276,-123.1686693
5,49.26862874,-123.1688117
5,49.26863124,-123.1689481
2,49.28206747,-123.0805724
1,49.27664827,-123.1195127
11,49.27627978,-123.0753082
4,49.25635657,-123.1146786
2,49.24608903,-123.0898187
1,49.28164678,-123.1380718
4,49.28337329,-123.0960668
1,49.28904775,-123.1301596
2,49.27737704,-123.0767498
1,49.26217696,-123.0912866
1,49.2621782,-123.0914203
3,49.28057771,-123.0735677
1,49.28087843,-123.0591206
1,49.28340053,-123.1177513
2,49.2563254,-123.1005235
1,49.26375483,-123.1871658
2,49.26563801,-123.1004357
1,49.25443656,-123.1146974
1,49.25452875,-123.1146949
1,49.25461871,-123.114691
1,49.25470687,-123.1146835
2,49.28182734,-123.1119402
1,49.22870987,-123.0521587
1,49.28405226,-123.1058226
5,49.26390569,-123.1399528
1,49.26074518,-123.0718012
1,49.26566432,-123.0700603
1,49.28433286,-123.1129715
1,49.23505612,-123.1831947
1,49.23506311,-123.1844428
1,49.27974803,-123.0784286
2,49.28153512,-123.099206
1,49.25860636,-123.0489669
1,49.25963699,-123.0483006
7,49.27193886,-123.0926815
2,49.23555878,-123.0383727
3,49.28092628,-123.0976762
3,49.28093066,-123.097813
3,49.28093149,-123.0979031
3,49.28093319,-123.098002
5,49.26402068,-123.1813154
1,49.23436126,-123.1590779
3,49.27697257,-123.074095
5,49.28274762,-123.090013
1,49.26543394,-123.1151988
1,49.27573742,-123.126941
1,49.27603911,-123.1264714
1,49.20426691,-123.1272413
1,49.27618929,-123.12245
11,49.28089821,-123.0931629
11,49.28090254,-123.0932616
3,49.27777355,-123.092158
1,49.26297373,-123.0716798
1,49.25400863,-123.0832173
1,49.25405218,-123.0833486
1,49.25412044,-123.0834813
1,49.22672682,-123.0911291
2,49.28257824,-123.0807958
3,49.25719769,-123.0561405
3,49.26497515,-123.1078799
3,49.26497904,-123.1080503
3,49.26498108,-123.1082586
15,49.28150448,-123.0928354
15,49.28150664,-123.0929392
15,49.28150836,-123.0930409
15,49.28151053,-123.0931426
15,49.28151224,-123.0932527
5,49.28016163,-123.1001284
5,49.28024571,-123.1001619
1,49.26358724,-123.1083092
4,49.23736097,-123.0658403
2,49.28017414,-123.1172018
2,49.28030534,-123.1171961
2,49.28033403,-123.1171948
2,49.2803621,-123.1171943
2,49.28038983,-123.1171956
1,49.20289527,-123.135417
1,49.28996369,-123.1280487
1,49.28014416,-123.1005763
1,49.28014452,-123.1006801
1,49.26492527,-123.1106468
1,49.26501753,-123.1101218
1,49.26502001,-123.1103391
1,49.26502303,-123.1104765
1,49.26504761,-123.1106388
1,49.26514296,-123.1106335
1,49.27717788,-123.1255713
1,49.27723014,-123.1254972
1,49.27727429,-123.1254265
1,49.27732808,-123.1253448
11,49.28154279,-123.1085557
11,49.26740895,-123.0770313
2,49.24729363,-123.1855754
4,49.24635072,-123.0684139
1,49.23467686,-123.1403308
1,49.22877564,-123.1175677
1,49.22891079,-123.1175858
4,49.28169883,-123.1029004
7,49.2548934,-123.0867698
7,49.25497286,-123.0869493
7,49.25504785,-123.0871074
7,49.25512688,-123.08728
1,49.28370205,-123.0928203
1,49.2837042,-123.0929351
6,49.26789036,-123.1543367
2,49.2292992,-123.0902754
3,49.28244851,-123.0711625
1,49.27848906,-123.1275043
1,49.25061385,-123.1149268
1,49.25070605,-123.1149222
1,49.26498081,-123.0900879
1,49.25428643,-123.1154962
1,49.25432034,-123.1157498
2,49.20902353,-123.14011
4,49.27242128,-123.0691812
4,49.2724856,-123.0691819
8,49.26217472,-123.0907287
8,49.26217596,-123.0908619
2,49.263447,-123.1490215
1,49.23372376,-123.1305814
1,49.28266676,-123.0857894
3,49.23715364,-123.0658304
1,49.26411464,-123.1304709
1,49.26411665,-123.1306819
1,49.26412382,-123.1310928
5,49.27785955,-123.1257258
1,49.27602456,-123.0477725
2,49.26270365,-123.1261695
4,49.26270843,-123.1275319
1,49.26271426,-123.1279553
2,49.28873123,-123.129659
1,49.24880822,-123.0738226
5,49.28466932,-123.1092742
2,49.28447002,-123.1083899
1,49.25967508,-123.0655833
1,49.26734884,-123.1418313
1,49.26735096,-123.1419358
1,49.26829619,-123.1466653
1,49.28256567,-123.079456
1,49.28256649,-123.079577
1,49.28257032,-123.0798167
1,49.26233816,-123.0542687
16,49.27920429,-123.1236924
16,49.2792534,-123.1236183
16,49.27930205,-123.1235448
16,49.27935115,-123.1234707
2,49.2799169,-123.1214153
4,49.2617049,-123.0970364
4,49.26170528,-123.0971057
2,49.2805262,-123.0941017
1,49.26685322,-123.1350963
3,49.26935857,-123.0692506
2,49.27910654,-123.1238406
2,49.27915564,-123.1237665
3,49.28057734,-123.0734323
3,49.28178427,-123.0639801
3,49.28187827,-123.0639761
3,49.28196644,-123.0639721
5,49.28093328,-123.0764886
5,49.28097203,-123.0760876
5,49.2809755,-123.0762842
3,49.28155303,-123.0711935
3,49.28155348,-123.0713338
2,49.28091077,-123.0686977
1,49.24732183,-123.1015212
1,49.24739559,-123.1015248
4,49.23238155,-123.0651557
1,49.23551328,-123.0658788
1,49.28242594,-123.1253031
4,49.28339293,-123.1115305
4,49.28344458,-123.1116069
4,49.28349621,-123.1116847
3,49.22531324,-123.1012532
1,49.24778483,-123.1844313
13,49.2630478,-123.0981529
6,49.26850678,-123.1025087
1,49.26940258,-123.1608595
8,49.24795326,-123.0718238
8,49.24799816,-123.0719205
4,49.2680982,-123.1689907
2,49.23493487,-123.0658946
1,49.28199225,-123.0762587
1,49.24717968,-123.1255684
2,49.2863471,-123.0599135
5,49.28008383,-123.0977268
2,49.27736569,-123.0754348
4,49.26200414,-123.0704852
3,49.27905354,-123.076786
3,49.27912573,-123.0768299
3,49.27917898,-123.0765632
3,49.27921389,-123.0768273
3,49.27930834,-123.0768233
2,49.27840406,-123.0768239
9,49.27268871,-123.0769537
1,49.278826,-123.0701129
6,49.28453777,-123.063079
5,49.26668567,-123.1036243
5,49.26670849,-123.1034758
5,49.28094252,-123.0958118
1,49.20365532,-123.1299127
4,49.2605601,-123.1015611
1,49.26019993,-123.070631
4,49.2321949,-123.0651609
4,49.23228845,-123.0651597
1,49.21121326,-123.1017052
1,49.24393078,-123.06332
1,49.22055402,-123.1036007
6,49.29172947,-123.1345861
1,49.28007434,-123.0742808
1,49.28007605,-123.0744225
1,49.28007865,-123.0745668
2,49.26722865,-123.1404512
2,49.26732534,-123.140089
2,49.26732701,-123.1401942
2,49.26732913,-123.1402993
2,49.26733125,-123.1404045
1,49.25895401,-123.1159395
1,49.29061646,-123.1313903
1,49.2907397,-123.1315413
1,49.29092973,-123.1318
1,49.20506916,-123.1281226
2,49.2259451,-123.0911839
3,49.2820705,-123.0807381
3,49.28207177,-123.0808543
4,49.26327157,-123.1071065
10,49.24746415,-123.0708016
10,49.2475104,-123.0709033
10,49.24755891,-123.0710051
10,49.24761326,-123.071115
1,49.28018139,-123.1086837
1,49.28035615,-123.1082598
13,49.28077115,-123.0862556
13,49.28077377,-123.0863615
13,49.28077549,-123.0864674
13,49.28077721,-123.0865719
13,49.28077892,-123.0866777
1,49.28497119,-123.0928715
1,49.23933934,-123.053367
1,49.23939192,-123.053471
5,49.28261784,-123.0644985
2,49.28184431,-123.0633137
2,49.28184118,-123.0627688
4,49.27827088,-123.0759713
1,49.27178605,-123.0750456
2,49.26172284,-123.0828663
2,49.24734828,-123.0705418
3,49.28243807,-123.0766239
3,49.28257338,-123.0767301
3,49.28266198,-123.0767296
5,49.28199157,-123.0764611
1,49.281841,-123.0722861
3,49.26404363,-123.2063077
1,49.29179211,-123.1344907
1,49.26664043,-123.0725871
1,49.23330987,-123.0651143
2,49.22563569,-123.0653275
6,49.28139321,-123.0868101
1,49.26279112,-123.1326898
1,49.26268837,-123.1257496
3,49.29015384,-123.1316107
1,49.25083372,-123.1140849
1,49.23400181,-123.116798
1,49.27379231,-123.0756471
1,49.27379253,-123.0754439
5,49.28533286,-123.0624489
7,49.27194452,-123.0654393
2,49.27691533,-123.070285
5,49.27693573,-123.0717543
1,49.25192839,-123.1013087
1,49.25217057,-123.1751559
2,49.25870635,-123.1391714
2,49.25877949,-123.1391617
3,49.27365175,-123.0769344
2,49.27639704,-123.0703942
3,49.25290439,-123.0796664
2,49.23425184,-123.154584
5,49.26628941,-123.109214
1,49.27778067,-123.1246504
3,49.24971745,-123.1158321
3,49.24980561,-123.1158296
3,49.24989556,-123.115825
5,49.26445274,-123.175092
3,49.23999953,-123.0532568
7,49.25166781,-123.078217
2,49.27939685,-123.0649694
1,49.24479882,-123.1008826
1,49.24487033,-123.1008807
1,49.24494815,-123.1008774
1,49.24500167,-123.1008746
1,49.25031929,-123.0418634
1,49.2644609,-123.175644
4,49.28139687,-123.0279357
4,49.28139691,-123.0277982
6,49.28093087,-123.0950123
6,49.28093348,-123.0951168
6,49.2809342,-123.0952114
1,49.26172384,-123.1161577
2,49.26382952,-123.1354422
2,49.26383242,-123.1356559
2,49.26383576,-123.1358704
2,49.26418884,-123.1354722
2,49.26419,-123.135633
2,49.26419471,-123.135837
2,49.26255375,-123.0611484
1,49.26438314,-123.1036829
1,49.28011302,-123.0774116
1,49.28011558,-123.0776151
2,49.25962077,-123.0969438
1,49.27502051,-123.0596599
2,49.27110448,-123.0699379
5,49.23899343,-123.06578
1,49.27915304,-123.0707541
1,49.27226351,-123.069182
1,49.27235256,-123.0691849
2,49.27469931,-123.0691712
5,49.28084724,-123.1211859
5,49.28096256,-123.1210191
5,49.28101705,-123.1209498
4,49.28057694,-123.1216106
5,49.26447493,-123.1764613
9,49.26037613,-123.0985488
9,49.26037793,-123.0987573
9,49.26044206,-123.0989725
9,49.26044502,-123.0991858
9,49.26051952,-123.0986563
1,49.25337033,-123.1012595
2,49.24090308,-123.0568338
1,49.25982461,-123.0705304
11,49.2712375,-123.0769865
11,49.27123975,-123.0771124
3,49.28367304,-123.0961658
3,49.28376591,-123.0961162
3,49.28376762,-123.0962228
3,49.28376978,-123.0963259
1,49.205055,-123.13294
1,49.20514585,-123.1329389
1,49.28141199,-123.0512866
1,49.27967926,-123.073597
1,49.27914743,-123.0743513
1,49.27915279,-123.0745522
1,49.27915527,-123.0747569
1,49.27915785,-123.0749288
1,49.27895656,-123.1220866
1,49.24613026,-123.0491898
1,49.28155281,-123.0697684
1,49.28372705,-123.0941628
1,49.28372967,-123.0942579
3,49.26860377,-123.1116275
3,49.26868127,-123.111473
3,49.26877591,-123.1112808
3,49.26884712,-123.1111298
3,49.26893094,-123.1109588
1,49.23488153,-123.1591542
1,49.23488268,-123.1592991
3,49.28015269,-123.1010995
4,49.26261564,-123.0700272
4,49.26261736,-123.0701454
4,49.24249915,-123.0603475
1,49.28758256,-123.1308261
1,49.26151018,-123.054389
6,49.26353785,-123.1053347
1,49.28459586,-123.1174461
2,49.26292379,-123.1856372
5,49.25875208,-123.0407667
3,49.25374649,-123.0677512
3,49.25382338,-123.0677829
1,49.24046567,-123.1428271
10,49.28378783,-123.1092122
10,49.28385525,-123.1092667
10,49.2838979,-123.1093438
10,49.28393515,-123.1094346
10,49.28396834,-123.1095323
10,49.2839993,-123.109617
3,49.24683901,-123.185799
7,49.23665839,-123.1850359
1,49.23463114,-123.0361721
1,49.26039617,-123.1391105
8,49.28080074,-123.0892932
2,49.26559986,-123.140093
2,49.28333536,-123.0940812
1,49.26541316,-123.1358
1,49.27939245,-123.1302905
1,49.25839773,-123.0702308
1,49.27909744,-123.0933075
1,49.26341676,-123.1510757
1,49.26348622,-123.1514928
2,49.27212463,-123.0989875
13,49.25064913,-123.0777482
13,49.25076155,-123.0777986
13,49.25085014,-123.0778153
1,49.27874142,-123.0747266
1,49.27877242,-123.0743565
1,49.27877588,-123.0745655
1,49.27878025,-123.0747718
4,49.28152278,-123.0688854
1,49.28326692,-123.0680221
1,49.28327964,-123.0678103
3,49.25263584,-123.0804108
1,49.28246077,-123.0721373
5,49.26830919,-123.1490864
3,49.26830263,-123.0977842
2,49.28155071,-123.0720146
2,49.28155376,-123.0714649
1,49.29051859,-123.1300575
1,49.29063003,-123.129912
3,49.26846031,-123.1003556
1,49.26048853,-123.1374842
3,49.28948469,-123.1380738
3,49.28076142,-123.1105586
3,49.2808069,-123.1104989
3,49.280856,-123.1104262
2,49.26797425,-123.1594483
10,49.25349163,-123.0675863
3,49.25199223,-123.0657838
1,49.20719092,-123.1230434
1,49.20711652,-123.1232148
7,49.28204392,-123.1011151
7,49.28213153,-123.1012204
7,49.28213279,-123.1013249
10,49.24716547,-123.0701546
10,49.24722746,-123.0702843
1,49.21792137,-123.0918884
7,49.26334076,-123.1120601
1,49.27728627,-123.1157869
1,49.27733673,-123.1157107
1,49.27738493,-123.1156408
1,49.25079656,-123.0676978
2,49.27867648,-123.0802838
4,49.27255801,-123.0691807
4,49.27262592,-123.0691814
4,49.27269519,-123.0691795
2,49.26670068,-123.1030523
3,49.28217504,-123.1115649
1,49.20558032,-123.1267233
7,49.26283273,-123.1097161
7,49.26283325,-123.1099232
5,49.27706519,-123.0816371
12,49.26334279,-123.1381596
12,49.26340982,-123.1381514
5,49.27644729,-123.0747326
5,49.24723513,-123.0688311
1,49.23556721,-123.0414072
2,49.26983338,-123.0680297
1,49.2698099,-123.0632116
1,49.2778887,-123.0757885
2,49.27787608,-123.0750124
2,49.27787955,-123.0752213
1,49.27732474,-123.0710964
1,49.27732731,-123.0712916
1,49.27732983,-123.071588
1,49.27732991,-123.0714519
1,49.27733244,-123.0717269
1,49.27733406,-123.0720019
1,49.27733415,-123.071863
7,49.2764176,-123.0716384
7,49.27641886,-123.0717818
5,49.28453898,-123.063336
1,49.21262293,-123.1394442
2,49.25322117,-123.1005769
2,49.25323112,-123.1003169
1,49.22667978,-123.0903249
1,49.26371479,-123.1281249
1,49.24991469,-123.1429502
11,49.24752734,-123.1848535
2,49.26439265,-123.1016145
4,49.25031802,-123.0771596
4,49.26202647,-123.0729003
4,49.26202774,-123.0730219
5,49.27615687,-123.1270707
2,49.2260956,-123.0661137
2,49.22625212,-123.0661098
2,49.22640053,-123.0661052
2,49.22655525,-123.0661012
2,49.22670636,-123.066098
2,49.22685928,-123.0660961
2,49.22701129,-123.0660929
3,49.23890838,-123.0316783
2,49.23367463,-123.06511
4,49.23358152,-123.0651099
10,49.23237098,-123.0659571
1,49.23253357,-123.0651524
2,49.29115178,-123.1343852
2,49.29127613,-123.1345738
1,49.28718506,-123.1369418
1,49.26873169,-123.2087204
1,49.26224922,-123.0424875
1,49.26224927,-123.0423487
1,49.26979289,-123.0451058
6,49.26969803,-123.0561598
6,49.26980418,-123.0561579
6,49.26992786,-123.0561559
5,49.28326809,-123.1144557
5,49.28331629,-123.1143843
3,49.22437456,-123.091194
1,49.23456461,-123.0360319
1,49.26111939,-123.071494
2,49.2673748,-123.142648
1,49.25265408,-123.0683118
3,49.28905436,-123.1395105
2,49.28853912,-123.1403454
1,49.20716571,-123.147746
1,49.20731865,-123.1480753
1,49.20748057,-123.1484218
3,49.28085018,-123.0904847
3,49.28085052,-123.0903915
3,49.28085188,-123.0905947
7,49.28082855,-123.089163
5,49.28082219,-123.0888949
5,49.27361141,-123.0570462
1,49.28181988,-123.0588942
1,49.28182112,-123.0591032
1,49.28182146,-123.0593115
1,49.28182271,-123.0595156
1,49.27956405,-123.0659128
1,49.27956486,-123.0660675
1,49.27956789,-123.0662737
3,49.28198868,-123.0760658
2,49.28546294,-123.1126992
2,49.28551459,-123.1127784
2,49.28556487,-123.1128548
2,49.28561651,-123.1129327
2,49.28566456,-123.1130055
4,49.28142497,-123.0580673
1,49.2805169,-123.0580766
5,49.27220387,-123.0769605
1,49.28089927,-123.0613652
1,49.28089964,-123.0615027
3,49.22616283,-123.0911734
1,49.22616283,-123.0911734
2,49.25902399,-123.1383341
2,49.25909822,-123.1383215
1,49.26853198,-123.1044532
1,49.21716102,-123.1557278
6,49.2332314,-123.101918
6,49.23327547,-123.1019314
6,49.23334023,-123.1019364
6,49.23341174,-123.101942
6,49.23348324,-123.1019483
1,49.26128268,-123.1390821
1,49.23944404,-123.053583
6,49.27514985,-123.0768786
6,49.26334754,-123.1124669
6,49.26335094,-123.1126731
5,49.26134599,-123.1382118
1,49.28363612,-123.0582836
1,49.25617663,-123.1009074
5,49.28283712,-123.1048082
5,49.28288813,-123.105095
5,49.28293735,-123.1053674
5,49.28297315,-123.1055652
1,49.26990872,-123.0738738
1,49.20833788,-123.1373483
2,49.26893087,-123.1049011
2,49.26893564,-123.1051045
2,49.26893858,-123.1053183
2,49.26900046,-123.1055143
2,49.27758092,-123.0808385
4,49.26639148,-123.076947
4,49.26668877,-123.0769461
3,49.24863407,-123.1006685
6,49.24822073,-123.1006923
1,49.24828458,-123.1006967
4,49.2485621,-123.1006795
1,49.28015054,-123.1009936
1,49.24702608,-123.1008016
2,49.2814182,-123.0553743
6,49.24460902,-123.100885
2,49.26409302,-123.1381336
9,49.26220046,-123.0942369
9,49.262203,-123.0944307
9,49.26220451,-123.0946613
6,49.25768378,-123.1016671
2,49.28148489,-123.1299101
1,49.26771877,-123.1434467
1,49.26772044,-123.1435491
1,49.26773204,-123.1441877
2,49.26774013,-123.1446943
2,49.2677418,-123.1447995
6,49.28134603,-123.0843358
1,49.27375637,-123.1237077
1,49.27378947,-123.123707
1,49.27382491,-123.1237075
1,49.27386109,-123.123706
1,49.27389624,-123.1237119
2,49.28086555,-123.0569901
3,49.25329479,-123.0833445
3,49.25339173,-123.0835093
1,49.28556619,-123.0601407
7,49.26009038,-123.1143053
1,49.26076114,-123.0752575
3,49.24968525,-123.1854573
20,49.27614406,-123.0994834
1,49.24573469,-123.1856085
8,49.26396312,-123.1769974
1,49.26655773,-123.0683914
1,49.26660507,-123.0683433
1,49.28374344,-123.1358367
1,49.27634025,-123.062664
5,49.27696048,-123.0963096
1,49.27627189,-123.1211505
17,49.26399911,-123.1014109
1,49.27685492,-123.0623917
4,49.26839142,-123.1529677
4,49.26839308,-123.1530778
4,49.2805973,-123.0978093
5,49.2474623,-123.0694573
5,49.24750629,-123.0695988
5,49.2475359,-123.0697217
7,49.27751782,-123.1145413
1,49.26773634,-123.1444926
6,49.2656481,-123.1013286
6,49.26577503,-123.1013249
6,49.26589134,-123.1013138
6,49.26601953,-123.1013024
6,49.26613647,-123.1013054
6,49.26625701,-123.1012974
4,49.23608423,-123.1558728
4,49.23615259,-123.1558717
4,49.23622141,-123.1558698
4,49.23629742,-123.1558673
